OBJECTID,ADDRESS,OWNERSHIP_TYPE,BUILDING_USE,USE_CODE,USE_DESCRIPTION,USE_LONG_DESCRIPTION,AGENCY,OWNERNAME,OWNERNAME2,WARD,ANC,ZONING,SITENAME,PROPTYPE,UNITS,MAR_ID,SHAPEAREA,SHAPELEN
118442,1138 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,MIXED,BARRY FARMS,Vacant-True,0,,0,0
118444,4448 PONDS STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7D,R-5-A,KENILWORTH COURTS,Residential-Apartment (Walkup),0,288223,0,0
118445,1258 HOWISON PLACE SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,276466,0,0
118446,1842 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1842 BRUCE PLACE SE,Residential-Single Family (Row,0,299013,0,0
118447,3902 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  3902 WHEELER ROAD SE,Residential-Single Family (Sem,0,278445,0,0
118448,903 VARNEY STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  903 VARNEY STREET SE,Residential-Single Family (Row,0,278749,0,0
118449,1514 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1514 ALABAMA AVENUE SE,Residential-Single Family (Row,0,301300,0,0
118455,107 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,EAST CAPITOL FAMILY RENTAL LP,7,ANC 7C,R-2,CAPITOL GATEWAY: 107 58TH STREET SE:  107 58TH STREET SE,Residential-Single Family (Row,0,302553,0,0
118466,1353 HALF STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,276510,0,0
118493,1502 SHIPPEN LANE SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1502 SHIPPEN LANE SE,Residential-Flats (Less Than 5,0,304473,0,0
118494,1886 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1886 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299071,0,0
118516,1208 HOWISON PLACE SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,277744,0,0
118517,1207 HALF STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,156193,0,0
118521,311 50TH STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),6,150620,0,0
118530,1273 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
118531,1225 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
118546,4450 DOUGLAS STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7D,R-1-B,KENILWORTH COURTS,Residential-Apartment (Walkup),0,288225,0,0
118547,4421 PONDS STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7D,R-5-A,KENILWORTH COURTS,Residential-Apartment (Walkup),0,290810,0,0
118549,16 ANACOSTIA ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7F,R-5-A,FORT DUPONT ADDITION,Residential-Apartment (Walkup),0,147618,0,0
118577,4556 QUARLES STREET NE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,UNITED STATES OF AMERICA,,7,ANC 7D,R-5-A,KENILWORTH COURTS,Residential-Multifamily (Misce,0,290902,0,0
118600,271 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147686,0,0
118621,IVORY WALTERS LN SE WASHINGTON DC 20019,PUBLIC,PUBLIC HOUSING,092,Vacant-With Permit,(Class 4): Lot for which an unexpired building permit has been issued.,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST,Vacant-Permit,0,,0,0
118638,4508 QUARLES STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7D,R-5-A,KENILWORTH COURTS,Residential-Apartment (Walkup),14,149000,0,0
118657,296 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147676,0,0
118658,344 13TH STREET SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,6,ANC 6B,R-4,KENTUCKY COURTS:  344 13TH STREET SE,Residential-Apartment (Walkup),6,148456,0,0
118662,1221 M STREET NW,PUBLIC,PUBLIC HOUSING,022,Residential-Apartment-Elevator,"(Class 2) : Structure with 12 or more units; 1 owner; elevator; more than 3 floors; may have accessory uses (parking, laundry, etc.). Owner's motivation is investment income.",DCHA,DISTRICT OF COLUMBIA,,2,ANC 2F,R-5-E,CLARIDGE TOWERS,Residential-Apartment (Elevato,346,278959,0,0
118694,603 MORTON STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,1,ANC 1E,R-4,PARK MORTON APARTMENTS,Residential-Apartment (Walkup),9,285302,0,0
118695,611 MORTON STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,1,ANC 1E,R-4,PARK MORTON APARTMENTS:  611 MORTON STREET NW,Residential-Apartment (Walkup),12,228830,0,0
118740,322 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7F,R-5-A,FORT DUPONT ADDITION,Residential-Apartment (Walkup),0,147721,0,0
118758,625 YUMA ST SE WASHINGTON DC 20032,PRIVATE,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,HIGHLAND RESIDENTIAL LP,,8,ANC 8E,R-5-A,HIGHLAND DWELLINGS,Residential-Apartment (Walkup),0,290988,0,0
118764,4518 QUARLES STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7D,R-5-A,KENILWORTH COURTS,Residential-Apartment (Walkup),0,149025,0,0
118781,1509 TOBIAS DRIVE SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1509 TOBIAS DRIVE SE,Residential-Flats (Less Than 5,0,304484,0,0
118782,5336 COLORADO AVENUE NW,PRIVATE,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,COLORADO COLUMBIA LLC,,4,ANC 4E,SSH-1/R-1-B,COLORADO,Residential-Apartment (Walkup),24,255873,0,0
118783,250 37TH STREET SE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Multifamily (Misce,0,150432,0,0
118785,4002 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  4002 WHEELER ROAD SE,Residential-Single Family (Row,0,278458,0,0
118789,2381 AINGER PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),0,287008,0,0
118795,2618 STERLING ST SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1B,BARRY FARMS,Vacant-True,0,,0,0
118808,1720 STANTON TERRACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1720 STANTON TERRACE SE,Residential-Single Family (Row,0,302500,0,0
118809,1546 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1546 ALABAMA AVENUE SE,Residential-Single Family (Row,0,301316,0,0
118812,1200 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-2A,BARRY FARMS,Vacant-True,0,,0,0
118814,3256 15TH PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3256 15TH PLACE SE,Residential-Single Family (Row,0,303512,0,0
118816,600 MORTON STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,1,ANC 1E,R-4,PARK MORTON APARTMENTS,Residential-Apartment (Walkup),9,285293,0,0
118822,329 51ST STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),0,148763,0,0
118823,307 50TH STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),6,148742,0,0
118824,1325 1ST STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,276483,0,0
118825,1346 CANAL STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,276501,0,0
118852,1329 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
118870,615 MORTON ST NW # 32 WASHINGTON DC 20010,PUBLIC,PUBLIC HOUSING,,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,1,ANC 1E,R-4,PARK MORTON APARTMENTS,,9,285318,0,0
118872,1357 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
118873,1201 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
118874,4021 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,8,ANC 8E,C-1,HIGHLAND ADDITION,Residential-Apartment (Walkup),0,146587,0,0
118912,217 51ST STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),6,150300,0,0
118922,1453 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1453 BRUCE STREET SE,Residential-Single Family (Sem,0,305711,0,0
118942,1916 FREDERICK DOUGLASS COURT SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1916 FREDERICK DOUGLASS COURT SE,Residential-Single Family (Sem,0,300944,0,0
118944,600 46TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),9,278570,0,0
118946,1346 1ST STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,290434,0,0
118947,2302 RAYNOLDS PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),0,286791,0,0
118950,1882 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1882 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299067,0,0
118954,2334 AINGER PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),0,286922,0,0
118968,124 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7F,R-5-A,FORT DUPONT,Residential-Apartment (Walkup),0,147707,0,0
118969,102 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,7,ANC 7F,R-5-A,FORT DUPONT,Residential-Apartment (Walkup),0,147697,0,0
118970,529 51ST STREET NE,PUBLIC,PUBLIC HOUSING,028,Residential-Cooperative-Mrth5,"(Class 2): Structure of more than 5 units, usually self-contained but under 1 roof; with a few accessory uses; usually 1 unit is owner-occupied; original primary use not multi-family",DCHA,UNITED STATES OF AMERICA,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Conversion (More T,0,148788,0,0
118980,2314 AINGER PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),14,286840,0,0
118981,2310 AINGER PLACE SE,PUBLIC,PUBLIC HOUSING,087,Recreational,"(Class 4): Facility primarily used for public viewing of sporting events, training/participation in recreational activities, or any other special sporting or leisure activity.",DCHA,UNITED STATES OF AMERICA,,8,ANC 8B,R-5-A,WOODLAND TERRACE:  2310 AINGER PLACE SE,Recreational,0,290622,0,0
118982,90 N STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,147331,0,0
118984,1317 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
119010,119 58TH STREET SE,PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY: 119 58TH STREET SE:  119 58TH STREET SE,Residential-Single Family (Row,0,302566,0,0
119012,5009 QUEEN'S STROLL PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5009 QUEENS STROLL PLACE SE,Residential-Single Family (Row,0,305243,0,0
119013,1806 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1806 ALABAMA AVENUE SE,Residential-Single Family (Row,0,277970,0,0
119023,827 21ST STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,UNITED STATES OF AMERICA,,5,ANC 5D,R-5-B,LANGSTON ADDITION,Residential-Apartment (Walkup),0,289004,0,0
119054,139 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,EAST CAPITOL FAMILY RENTAL LP,7,ANC 7C,R-2,CAPITOL GATEWAY:  139 58TH STREET SE,Residential-Single Family (Row,0,302602,0,0
119055,3152 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3152 STANTON ROAD SE,Residential-Single Family (Sem,0,39456,0,0
